S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5783,27/09/2021,Chhattisgarh,1005242,285,991393,13564
5784,28/09/2021,Chhattisgarh,1005269,282,991423,13564
5785,29/09/2021,Chhattisgarh,1005295,283,991448,13564
5786,30/09/2021,Chhattisgarh,1005325,285,991475,13565
5787,01/10/2021,Chhattisgarh,1005357,300,991491,13566
5788,02/10/2021,Chhattisgarh,1005379,277,991536,13566
5789,03/10/2021,Chhattisgarh,1005387,265,991556,13566
5790,04/10/2021,Chhattisgarh,1005402,254,991582,13566
5791,05/10/2021,Chhattisgarh,1005412,232,991612,13568
5792,06/10/2021,Chhattisgarh,1005425,220,991637,13568
5793,07/10/2021,Chhattisgarh,1005440,210,991662,13568
5794,08/10/2021,Chhattisgarh,1005464,215,991681,13568
5795,09/10/2021,Chhattisgarh,1005485,211,991705,13569
5796,10/10/2021,Chhattisgarh,1005511,215,991726,13570
5797,11/10/2021,Chhattisgarh,1005530,205,991755,13570
5798,12/10/2021,Chhattisgarh,1005554,196,991788,13570
5799,13/10/2021,Chhattisgarh,1005570,190,991810,13570
5800,14/10/2021,Chhattisgarh,1005598,207,991821,13570
5801,15/10/2021,Chhattisgarh,1005614,203,991841,13570
5802,16/10/2021,Chhattisgarh,1005624,197,991857,13570
5803,17/10/2021,Chhattisgarh,1005638,181,991887,13570
5804,18/10/2021,Chhattisgarh,1005654,183,991901,13570
5805,19/10/2021,Chhattisgarh,1005681,189,991922,13570
5806,20/10/2021,Chhattisgarh,1005701,188,991943,13570
5807,21/10/2021,Chhattisgarh,1005735,185,991979,13571
5808,22/10/2021,Chhattisgarh,1005773,206,991995,13572
5809,23/10/2021,Chhattisgarh,1005799,214,992013,13572
5810,24/10/2021,Chhattisgarh,1005827,230,992025,13572
5811,25/10/2021,Chhattisgarh,1005847,219,992056,13572
5812,26/10/2021,Chhattisgarh,1005872,234,992066,13572
5813,27/10/2021,Chhattisgarh,1005898,249,992076,13573
5814,28/10/2021,Chhattisgarh,1005926,263,992088,13575
5815,29/10/2021,Chhattisgarh,1005957,285,992097,13575
5816,30/10/2021,Chhattisgarh,1005985,300,992110,13575
5817,31/10/2021,Chhattisgarh,1006020,317,992127,13576
5818,01/11/2021,Chhattisgarh,1006052,316,992159,13577
5819,02/11/2021,Chhattisgarh,1006074,300,992196,13578
5820,04/11/2021,Chhattisgarh,1006121,290,992248,13583
5821,05/11/2021,Chhattisgarh,1006129,279,992267,13583
5822,06/11/2021,Chhattisgarh,1006132,258,992290,13584
5823,07/11/2021,Chhattisgarh,1006159,259,992316,13584
5824,08/11/2021,Chhattisgarh,1006172,244,992344,13584
5825,09/11/2021,Chhattisgarh,1006198,238,992376,13584
5826,10/11/2021,Chhattisgarh,1006220,233,992401,13586
5827,11/11/2021,Chhattisgarh,1006245,223,992435,13587
5828,12/11/2021,Chhattisgarh,1006271,216,992468,13587
5829,14/11/2021,Chhattisgarh,1006326,230,992508,13588
5830,15/11/2021,Chhattisgarh,1006358,237,992533,13588
5831,16/11/2021,Chhattisgarh,1006386,255,992543,13588
5832,17/11/2021,Chhattisgarh,1006406,266,992552,13588
5833,18/11/2021,Chhattisgarh,1006433,258,992585,13590
5834,19/11/2021,Chhattisgarh,992596,-13591,992596,13591
5835,20/11/2021,Chhattisgarh,1006494,290,992613,13591
5836,22/11/2021,Chhattisgarh,1006542,295,992655,13592
5837,23/11/2021,Chhattisgarh,1006577,304,992681,13592
5838,24/11/2021,Chhattisgarh,1006616,325,992698,13593
5839,25/11/2021,Chhattisgarh,1006635,310,992732,13593
5840,26/11/2021,Chhattisgarh,1006673,312,992768,13593
5841,27/11/2021,Chhattisgarh,1006706,319,992794,13593
5842,28/11/2021,Chhattisgarh,1006733,326,992814,13593
5843,29/11/2021,Chhattisgarh,1006763,330,992840,13593
5844,30/11/2021,Chhattisgarh,1006779,318,992868,13593
5845,02/12/2021,Chhattisgarh,1006833,316,992924,13593
5846,05/12/2021,Chhattisgarh,1006942,326,993023,13593
5847,06/12/2021,Chhattisgarh,1006967,330,993044,13593
5848,07/12/2021,Chhattisgarh,1007011,337,993081,13593
5849,08/12/2021,Chhattisgarh,1007038,332,993113,13593
5850,09/12/2021,Chhattisgarh,1007075,341,993140,13594
5851,12/12/2021,Chhattisgarh,1007187,374,993219,13594
5852,13/12/2021,Chhattisgarh,1007212,379,993239,13594
5853,14/12/2021,Chhattisgarh,1007244,377,993273,13594
5854,15/12/2021,Chhattisgarh,1007264,363,993307,13594
5855,16/12/2021,Chhattisgarh,1007295,353,993347,13595
5856,17/12/2021,Chhattisgarh,1007327,359,993373,13595
5857,18/12/2021,Chhattisgarh,1007347,339,993413,13595
5858,19/12/2021,Chhattisgarh,1007378,342,993441,13595
5859,20/12/2021,Chhattisgarh,1007399,332,993472,13595
5860,21/12/2021,Chhattisgarh,1007412,304,993513,13595
5861,22/12/2021,Chhattisgarh,1007446,304,993547,13595
5862,23/12/2021,Chhattisgarh,1007479,293,993591,13595
5863,24/12/2021,Chhattisgarh,1007517,302,993619,13596
5864,25/12/2021,Chhattisgarh,1007540,296,993647,13597
5865,26/12/2021,Chhattisgarh,1007577,313,993667,13597
5866,27/12/2021,Chhattisgarh,1007623,330,993696,13597
5867,28/12/2021,Chhattisgarh,1007672,345,993729,13598
5868,29/12/2021,Chhattisgarh,1007741,393,993748,13600
5869,30/12/2021,Chhattisgarh,1007847,463,993784,13600
5870,31/12/2021,Chhattisgarh,1007997,597,993800,13600
5871,01/01/2022,Chhattisgarh,1008187,769,993818,13600
5872,02/01/2022,Chhattisgarh,1008466,1017,993848,13601
5873,03/01/2022,Chhattisgarh,1008756,1273,993882,13601
5874,04/01/2022,Chhattisgarh,1009454,1942,993911,13601
5875,05/01/2022,Chhattisgarh,1010513,2977,993932,13604
5876,06/01/2022,Chhattisgarh,1012128,4562,993961,13605
5877,07/01/2022,Chhattisgarh,1014528,6905,994017,13606
5878,08/01/2022,Chhattisgarh,1017356,9684,994063,13609
5879,09/01/2022,Chhattisgarh,1020811,13066,994132,13613
5880,10/01/2022,Chhattisgarh,1023313,15464,994234,13615
5881,11/01/2022,Chhattisgarh,1027433,19222,994592,13619
5882,12/01/2022,Chhattisgarh,1032584,23886,995075,13623
5883,13/01/2022,Chhattisgarh,1038060,27425,997008,13627
5884,14/01/2022,Chhattisgarh,1044075,28797,1001644,13634
5885,15/01/2022,Chhattisgarh,1050228,30862,1005727,13639
5886,16/01/2022,Chhattisgarh,1055753,32139,1009967,13647
5887,17/01/2022,Chhattisgarh,1059716,32792,1013270,13654
5888,18/01/2022,Chhattisgarh,1064290,31960,1018666,13664
5889,19/01/2022,Chhattisgarh,1069904,31769,1024462,13673
5890,20/01/2022,Chhattisgarh,1075529,32021,1029826,13682
5891,21/01/2022,Chhattisgarh,1081178,31736,1035745,13697
5892,22/01/2022,Chhattisgarh,1086207,30756,1041746,13705
5893,23/01/2022,Chhattisgarh,1091868,31181,1046971,13716
5894,24/01/2022,Chhattisgarh,1095709,31990,1049992,13727
5895,25/01/2022,Chhattisgarh,1100218,31074,1055398,13746
5896,26/01/2022,Chhattisgarh,1105132,30254,1061109,13769
5897,27/01/2022,Chhattisgarh,1108450,29180,1065491,13779
5898,28/01/2022,Chhattisgarh,1113095,27290,1072007,13798
5899,29/01/2022,Chhattisgarh,1117014,26123,1077082,13809
5900,30/01/2022,Chhattisgarh,1120797,25115,1081858,13824
5901,31/01/2022,Chhattisgarh,1123170,25734,1083602,13834
5902,01/02/2022,Chhattisgarh,1125863,23537,1088473,13853
5903,03/02/2022,Chhattisgarh,1131868,21475,1096510,13883
5904,04/02/2022,Chhattisgarh,1134322,20081,1100346,13895
5905,05/02/2022,Chhattisgarh,1136435,18686,1103835,13914
5906,06/02/2022,Chhattisgarh,1138199,16882,1107389,13928
5907,07/02/2022,Chhattisgarh,1139175,16608,1108630,13937
5908,08/02/2022,Chhattisgarh,1140467,13706,1112810,13951
5909,09/02/2022,Chhattisgarh,1141767,11426,1116380,13961
5910,10/02/2022,Chhattisgarh,1142986,10595,1118420,13971
5911,11/02/2022,Chhattisgarh,1143994,9897,1120119,13978
5912,12/02/2022,Chhattisgarh,1144940,8464,1122488,13988
5913,13/02/2022,Chhattisgarh,1145694,8195,1123498,14001
5914,14/02/2022,Chhattisgarh,1146273,7909,1124358,14006
5915,15/02/2022,Chhattisgarh,1146844,6394,1126439,14011
5916,16/02/2022,Chhattisgarh,1147447,5527,1127908,14012
5917,17/02/2022,Chhattisgarh,1147880,4803,1129061,14016
5918,18/02/2022,Chhattisgarh,1148301,4056,1130227,14018
5919,19/02/2022,Chhattisgarh,1148693,3856,1130816,14021
5920,20/02/2022,Chhattisgarh,1149197,3539,1131637,14021
5921,21/02/2022,Chhattisgarh,1149402,3404,1131977,14021
5922,22/02/2022,Chhattisgarh,1149666,2887,1132757,14022
5923,23/02/2022,Chhattisgarh,1149871,2596,1133253,14022
5924,24/02/2022,Chhattisgarh,1150090,2289,1133779,14022
5925,25/02/2022,Chhattisgarh,1150323,2061,1134239,14023
5926,26/02/2022,Chhattisgarh,1150539,1961,1134554,14024
5927,27/02/2022,Chhattisgarh,1150690,1887,1134777,14026
5928,28/02/2022,Chhattisgarh,1150807,1705,1135075,14027
5929,01/03/2022,Chhattisgarh,1150894,1397,1135469,14028
5930,02/03/2022,Chhattisgarh,1150973,1287,1135658,14028
5931,03/03/2022,Chhattisgarh,1151126,1129,1135968,14029
5932,04/03/2022,Chhattisgarh,1151236,1005,1136201,14030
5933,05/03/2022,Chhattisgarh,1151343,888,1136425,14030
5934,06/03/2022,Chhattisgarh,1151425,831,1136562,14032
5935,07/03/2022,Chhattisgarh,1151486,719,1136735,14032
5936,08/03/2022,Chhattisgarh,1151552,671,1136848,14033
5937,09/03/2022,Chhattisgarh,1151603,665,1136905,14033
5938,10/03/2022,Chhattisgarh,1151658,549,1137076,14033
5939,11/03/2022,Chhattisgarh,1151717,506,1137177,14034
5940,12/03/2022,Chhattisgarh,1151749,422,1137293,14034
5941,13/03/2022,Chhattisgarh,1151784,374,1137376,14034
5942,14/03/2022,Chhattisgarh,1151799,337,1137428,14034
5943,15/03/2022,Chhattisgarh,1151819,280,1137505,14034
5944,16/03/2022,Chhattisgarh,1151844,256,1137554,14034
5945,17/03/2022,Chhattisgarh,1151872,228,1137610,14034
5946,18/03/2022,Chhattisgarh,1151892,194,1137664,14034
5947,19/03/2022,Chhattisgarh,1151904,175,1137695,14034
5948,20/03/2022,Chhattisgarh,1151907,144,1137729,14034
5949,21/03/2022,Chhattisgarh,1151917,141,1137742,14034
5950,22/03/2022,Chhattisgarh,1151939,132,1137773,14034
5951,23/03/2022,Chhattisgarh,1151965,132,1137799,14034
5952,24/03/2022,Chhattisgarh,1151995,132,1137829,14034
5953,25/03/2022,Chhattisgarh,1152020,134,1137852,14034
5954,26/03/2022,Chhattisgarh,1152038,140,1137864,14034
5955,27/03/2022,Chhattisgarh,1152050,147,1137869,14034
5956,28/03/2022,Chhattisgarh,1152070,155,1137881,14034
5957,29/03/2022,Chhattisgarh,1152084,147,1137903,14034
5958,30/03/2022,Chhattisgarh,1152111,150,1137927,14034
5959,31/03/2022,Chhattisgarh,1152118,126,1137958,14034
5960,01/04/2022,Chhattisgarh,1152134,118,1137982,14034
5961,02/04/2022,Chhattisgarh,1152148,116,1137998,14034
5962,03/04/2022,Chhattisgarh,1152153,107,1138012,14034
5963,04/04/2022,Chhattisgarh,1152158,91,1138033,14034
5964,05/04/2022,Chhattisgarh,1152170,88,1138048,14034
5965,06/04/2022,Chhattisgarh,1152173,70,1138069,14034
5966,07/04/2022,Chhattisgarh,1152181,70,1138077,14034
5967,08/04/2022,Chhattisgarh,1152189,63,1138092,14034
5968,11/04/2022,Chhattisgarh,1152202,47,1138121,14034
5969,12/04/2022,Chhattisgarh,1152208,41,1138133,14034
5970,13/04/2022,Chhattisgarh,1152211,39,1138138,14034
5971,14/04/2022,Chhattisgarh,1152214,32,1138148,14034
5972,15/04/2022,Chhattisgarh,1152214,24,1138156,14034
5973,16/04/2022,Chhattisgarh,1152217,19,1138164,14034
5974,17/04/2022,Chhattisgarh,1152217,19,1138164,14034
5975,18/04/2022,Chhattisgarh,1152217,16,1138167,14034
5976,21/04/2022,Chhattisgarh,1152225,11,1138180,14034
5977,22/04/2022,Chhattisgarh,1152228,11,1138183,14034
5978,23/04/2022,Chhattisgarh,1152228,11,1138183,14034
5979,24/04/2022,Chhattisgarh,1152233,16,1138183,14034
5980,25/04/2022,Chhattisgarh,1152235,18,1138183,14034
5981,26/04/2022,Chhattisgarh,1152241,23,1138184,14034
5982,27/04/2022,Chhattisgarh,1152248,27,1138187,14034
5983,28/04/2022,Chhattisgarh,1152253,28,1138191,14034
5984,29/04/2022,Chhattisgarh,1152259,30,1138195,14034
5985,30/04/2022,Chhattisgarh,1152263,33,1138196,14034
5986,01/05/2022,Chhattisgarh,1152268,35,1138199,14034
5987,02/05/2022,Chhattisgarh,1152274,38,1138202,14034
5988,03/05/2022,Chhattisgarh,1152283,44,1138205,14034
5989,04/05/2022,Chhattisgarh,1152288,41,1138213,14034
5990,01/01/1970,Dadra and Nagar Haveli and Daman and Diu,10686,3,10679,4
5991,21/12/2014,Dadra and Nagar Haveli and Daman and Diu,10686,3,10679,4
5992,21/12/2015,Dadra and Nagar Haveli and Daman and Diu,10686,3,10679,4
5993,09/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5994,10/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5995,11/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5996,12/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5997,13/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5998,14/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
5999,15/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6000,16/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6001,17/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6002,18/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6003,19/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6004,20/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6005,21/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6006,22/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6007,23/05/2020,Dadra and Nagar Haveli and Daman and Diu,1,1,0,0
6008,24/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6009,25/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6010,26/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6011,27/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6012,28/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6013,29/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6014,30/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6015,31/05/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6016,01/06/2020,Dadra and Nagar Haveli and Daman and Diu,2,2,0,0
6017,02/06/2020,Dadra and Nagar Haveli and Daman and Diu,3,2,1,0
6018,03/06/2020,Dadra and Nagar Haveli and Daman and Diu,4,3,1,0
6019,04/06/2020,Dadra and Nagar Haveli and Daman and Diu,8,7,1,0
6020,05/06/2020,Dadra and Nagar Haveli and Daman and Diu,12,11,1,0
6021,06/06/2020,Dadra and Nagar Haveli and Daman and Diu,14,13,1,0
6022,07/06/2020,Dadra and Nagar Haveli and Daman and Diu,19,18,1,0
6023,08/06/2020,Dadra and Nagar Haveli and Daman and Diu,20,18,2,0
6024,09/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
6025,10/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
6026,11/06/2020,Dadra and Nagar Haveli and Daman and Diu,28,26,2,0
6027,12/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
6028,13/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
6029,14/06/2020,Dadra and Nagar Haveli and Daman and Diu,35,33,2,0
6030,15/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,34,2,0
6031,16/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,31,5,0
6032,17/06/2020,Dadra and Nagar Haveli and Daman and Diu,45,36,9,0
6033,18/06/2020,Dadra and Nagar Haveli and Daman and Diu,57,45,12,0
6034,19/06/2020,Dadra and Nagar Haveli and Daman and Diu,58,45,13,0
6035,20/06/2020,Dadra and Nagar Haveli and Daman and Diu,62,48,14,0
6036,21/06/2020,Dadra and Nagar Haveli and Daman and Diu,68,42,26,0
6037,22/06/2020,Dadra and Nagar Haveli and Daman and Diu,88,62,26,0
6038,23/06/2020,Dadra and Nagar Haveli and Daman and Diu,91,64,27,0
6039,24/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,91,29,0
6040,25/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,90,30,0
6041,26/06/2020,Dadra and Nagar Haveli and Daman and Diu,155,123,32,0
6042,27/06/2020,Dadra and Nagar Haveli and Daman and Diu,163,122,41,0
6043,28/06/2020,Dadra and Nagar Haveli and Daman and Diu,177,122,55,0
6044,29/06/2020,Dadra and Nagar Haveli and Daman and Diu,178,118,60,0
6045,30/06/2020,Dadra and Nagar Haveli and Daman and Diu,203,126,77,0
6046,01/07/2020,Dadra and Nagar Haveli and Daman and Diu,213,131,82,0
6047,02/07/2020,Dadra and Nagar Haveli and Daman and Diu,215,129,86,0
6048,03/07/2020,Dadra and Nagar Haveli and Daman and Diu,230,141,89,0
6049,04/07/2020,Dadra and Nagar Haveli and Daman and Diu,257,161,96,0
6050,05/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,175,96,0
6051,06/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,165,106,0
6052,07/07/2020,Dadra and Nagar Haveli and Daman and Diu,297,183,114,0
6053,08/07/2020,Dadra and Nagar Haveli and Daman and Diu,405,222,183,0
6054,09/07/2020,Dadra and Nagar Haveli and Daman and Diu,408,224,184,0
6055,10/07/2020,Dadra and Nagar Haveli and Daman and Diu,411,222,189,0
6056,11/07/2020,Dadra and Nagar Haveli and Daman and Diu,459,248,211,0
6057,12/07/2020,Dadra and Nagar Haveli and Daman and Diu,471,245,226,0
6058,13/07/2020,Dadra and Nagar Haveli and Daman and Diu,479,234,245,0
6059,14/07/2020,Dadra and Nagar Haveli and Daman and Diu,495,226,268,1
6060,15/07/2020,Dadra and Nagar Haveli and Daman and Diu,520,209,310,1
6061,16/07/2020,Dadra and Nagar Haveli and Daman and Diu,539,180,357,2
6062,17/07/2020,Dadra and Nagar Haveli and Daman and Diu,552,179,371,2
6063,18/07/2020,Dadra and Nagar Haveli and Daman and Diu,585,182,401,2
6064,19/07/2020,Dadra and Nagar Haveli and Daman and Diu,602,186,414,2
6065,20/07/2020,Dadra and Nagar Haveli and Daman and Diu,605,189,414,2
6066,21/07/2020,Dadra and Nagar Haveli and Daman and Diu,684,234,448,2
6067,22/07/2020,Dadra and Nagar Haveli and Daman and Diu,705,240,463,2
6068,23/07/2020,Dadra and Nagar Haveli and Daman and Diu,733,257,474,2
6069,24/07/2020,Dadra and Nagar Haveli and Daman and Diu,770,279,489,2
6070,25/07/2020,Dadra and Nagar Haveli and Daman and Diu,815,301,512,2
6071,26/07/2020,Dadra and Nagar Haveli and Daman and Diu,860,328,530,2
6072,27/07/2020,Dadra and Nagar Haveli and Daman and Diu,914,362,550,2
6073,28/07/2020,Dadra and Nagar Haveli and Daman and Diu,946,380,564,2
6074,29/07/2020,Dadra and Nagar Haveli and Daman and Diu,982,384,596,2
6075,30/07/2020,Dadra and Nagar Haveli and Daman and Diu,1026,376,648,2
6076,31/07/2020,Dadra and Nagar Haveli and Daman and Diu,1064,394,668,2
6077,01/08/2020,Dadra and Nagar Haveli and Daman and Diu,1100,412,686,2
6078,02/08/2020,Dadra and Nagar Haveli and Daman and Diu,1145,418,725,2
6079,03/08/2020,Dadra and Nagar Haveli and Daman and Diu,1184,416,766,2
6080,04/08/2020,Dadra and Nagar Haveli and Daman and Diu,1274,412,860,2
6081,05/08/2020,Dadra and Nagar Haveli and Daman and Diu,1325,404,919,2
6082,06/08/2020,Dadra and Nagar Haveli and Daman and Diu,1366,404,960,2
6083,07/08/2020,Dadra and Nagar Haveli and Daman and Diu,1391,416,973,2
6084,08/08/2020,Dadra and Nagar Haveli and Daman and Diu,1437,421,1014,2
6085,09/08/2020,Dadra and Nagar Haveli and Daman and Diu,1456,417,1037,2
6086,10/08/2020,Dadra and Nagar Haveli and Daman and Diu,1564,441,1121,2
6087,11/08/2020,Dadra and Nagar Haveli and Daman and Diu,1613,444,1167,2
6088,12/08/2020,Dadra and Nagar Haveli and Daman and Diu,1653,442,1209,2
6089,13/08/2020,Dadra and Nagar Haveli and Daman and Diu,1696,446,1248,2
6090,14/08/2020,Dadra and Nagar Haveli and Daman and Diu,1752,458,1292,2
6091,15/08/2020,Dadra and Nagar Haveli and Daman and Diu,1797,464,1331,2
6092,16/08/2020,Dadra and Nagar Haveli and Daman and Diu,1843,457,1384,2
6093,17/08/2020,Dadra and Nagar Haveli and Daman and Diu,1878,445,1431,2
6094,18/08/2020,Dadra and Nagar Haveli and Daman and Diu,1908,447,1459,2
6095,19/08/2020,Dadra and Nagar Haveli and Daman and Diu,1951,425,1524,2
6096,20/08/2020,Dadra and Nagar Haveli and Daman and Diu,1995,389,1604,2
6097,21/08/2020,Dadra and Nagar Haveli and Daman and Diu,2030,401,1627,2
6098,22/08/2020,Dadra and Nagar Haveli and Daman and Diu,2082,428,1652,2
6099,23/08/2020,Dadra and Nagar Haveli and Daman and Diu,2120,416,1702,2
6100,24/08/2020,Dadra and Nagar Haveli and Daman and Diu,2161,406,1753,2
6101,25/08/2020,Dadra and Nagar Haveli and Daman and Diu,2181,393,1786,2
6102,26/08/2020,Dadra and Nagar Haveli and Daman and Diu,2203,381,1820,2
6103,27/08/2020,Dadra and Nagar Haveli and Daman and Diu,2228,364,1862,2
6104,28/08/2020,Dadra and Nagar Haveli and Daman and Diu,2266,348,1916,2
6105,29/08/2020,Dadra and Nagar Haveli and Daman and Diu,2290,328,1960,2
6106,30/08/2020,Dadra and Nagar Haveli and Daman and Diu,2306,306,1998,2
6107,31/08/2020,Dadra and Nagar Haveli and Daman and Diu,2340,296,2042,2
6108,01/09/2020,Dadra and Nagar Haveli and Daman and Diu,2367,284,2081,2
6109,02/09/2020,Dadra and Nagar Haveli and Daman and Diu,2386,262,2122,2
6110,03/09/2020,Dadra and Nagar Haveli and Daman and Diu,2435,292,2141,2
6111,04/09/2020,Dadra and Nagar Haveli and Daman and Diu,2450,294,2154,2
6112,05/09/2020,Dadra and Nagar Haveli and Daman and Diu,2467,285,2180,2
6113,06/09/2020,Dadra and Nagar Haveli and Daman and Diu,2537,301,2234,2
6114,07/09/2020,Dadra and Nagar Haveli and Daman and Diu,2575,302,2271,2
6115,08/09/2020,Dadra and Nagar Haveli and Daman and Diu,2590,297,2291,2
6116,09/09/2020,Dadra and Nagar Haveli and Daman and Diu,2617,294,2321,2
6117,10/09/2020,Dadra and Nagar Haveli and Daman and Diu,2643,295,2346,2
