S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
572,16/10/2021,India,34053573,201632,33399961,451980
573,17/10/2021,India,34067719,195846,33419749,452124
574,18/10/2021,India,34081315,189694,33439331,452290
575,19/10/2021,India,34094373,183118,33458801,452454
576,20/10/2021,India,34108996,178098,33478247,452651
577,21/10/2021,India,34127450,178831,33495808,452811
578,22/10/2021,India,34143236,175745,33514449,453042
579,23/10/2021,India,34159562,173728,33532126,453708
580,24/10/2021,India,34175468,172594,33548605,454269
581,25/10/2021,India,34188774,166695,33567367,454712
582,26/10/2021,India,34202202,163816,33583318,455068
583,27/10/2021,India,34215653,162661,33597339,455653
584,28/10/2021,India,34231809,160989,33614434,456386
585,29/10/2021,India,34246157,161334,33627632,457191
586,30/10/2021,India,34260470,161555,33641175,457740
587,31/10/2021,India,34273300,159272,33655842,458186
588,01/11/2021,India,34285814,158817,33668560,458437
589,02/11/2021,India,34296237,153776,33683581,458880
590,04/11/2021,India,34321025,148579,33712794,459652
591,05/11/2021,India,34333754,148922,33724959,459873
592,06/11/2021,India,34344683,146950,33737468,460265
593,07/11/2021,India,34355536,144845,33749900,460791
594,08/11/2021,India,34366986,142825,33763104,461057
595,09/11/2021,India,34377113,140638,33775086,461389
596,10/11/2021,India,34388579,139683,33787047,461849
597,11/11/2021,India,34401670,138556,33800925,462189
598,12/11/2021,India,34414186,137416,33814080,462690
599,14/11/2021,India,34437307,135918,33837859,463530
600,15/11/2021,India,34447536,134096,33849785,463655
601,16/11/2021,India,34456401,130793,33861756,463852
602,17/11/2021,India,34466598,128555,33873890,464153
603,18/11/2021,India,34478517,128762,33885132,464623
604,19/11/2021,India,33897921,-465082,33897921,465082
605,20/11/2021,India,34499925,124868,33909708,465349
606,22/11/2021,India,34518901,118443,33934547,465911
607,23/11/2021,India,34526480,113584,33946749,466147
608,24/11/2021,India,34535763,111481,33957698,466584
609,25/11/2021,India,34544882,109940,33967962,466980
610,26/11/2021,India,34555431,110133,33977830,467468
611,27/11/2021,India,34563749,107019,33988797,467933
612,28/11/2021,India,34572523,105691,33998278,468554
613,29/11/2021,India,34580832,103859,34008183,468790
614,30/11/2021,India,34587822,100543,34018299,468980
615,02/12/2021,India,34606541,99763,34037054,469724
616,05/12/2021,India,34633255,99155,34060774,473326
617,06/12/2021,India,34641561,98416,34069608,473537
618,07/12/2021,India,34648383,95014,34079612,473757
619,08/12/2021,India,34656822,93733,34089137,473952
620,09/12/2021,India,34666241,94742,34097388,474111
621,12/12/2021,India,34690510,92281,34122795,475434
622,13/12/2021,India,34697860,91456,34130768,475636
623,14/12/2021,India,34703644,88993,34138763,475888
624,15/12/2021,India,34710628,87562,34146931,476135
625,16/12/2021,India,34718602,87245,34154879,476478
626,17/12/2021,India,34726049,86415,34162765,476869
627,18/12/2021,India,34733194,84565,34171471,477158
628,19/12/2021,India,34740275,83913,34178940,477422
629,20/12/2021,India,34746838,82267,34187017,477554
630,21/12/2021,India,34752164,79097,34195060,478007
631,22/12/2021,India,34758481,78190,34201966,478325
632,23/12/2021,India,34765976,78291,34208926,478759
633,24/12/2021,India,34772626,77516,34215977,479133
634,25/12/2021,India,34779815,77032,34223263,479520
635,26/12/2021,India,34786802,76766,34230354,479682
636,27/12/2021,India,34793333,75841,34237495,479997
637,28/12/2021,India,34799691,75456,34243945,480290
638,29/12/2021,India,34808886,77002,34251292,480592
639,30/12/2021,India,34822040,82402,34258778,480860
640,31/12/2021,India,34838804,91361,34266363,481080
641,01/01/2022,India,34861579,104781,34275312,481486
642,02/01/2022,India,34889132,122801,34284561,481770
643,03/01/2022,India,34922882,145582,34295407,481893
644,04/01/2022,India,34960261,171830,34306414,482017
645,05/01/2022,India,35018358,214004,34321803,482551
646,06/01/2022,India,35109286,285401,34341009,482876
647,07/01/2022,India,35226386,371363,34371845,483178
648,08/01/2022,India,35368372,472169,34412740,483463
649,09/01/2022,India,35528004,590611,34453603,483790
650,10/01/2022,India,35707727,723619,34500172,483936
651,11/01/2022,India,35875790,821446,34570131,484213
652,12/01/2022,India,36070787,955596,34630536,484655
653,13/01/2022,India,36317927,1117435,34715361,485131
654,14/01/2022,India,36582129,1272073,34824706,485350
655,15/01/2022,India,36850962,1417820,34947390,485752
656,16/01/2022,India,37122164,1550227,35085721,486216
657,17/01/2022,India,37380253,1656341,35237461,486451
658,18/01/2022,India,37618271,1736628,35394882,486761
659,19/01/2022,India,37901241,1831000,35583039,487202
660,20/01/2022,India,38218773,1924051,35807029,487693
661,21/01/2022,India,38566027,2018825,36058806,488396
662,22/01/2022,India,38903731,2113365,36301482,488884
663,23/01/2022,India,39237264,2187205,36560650,489409
664,24/01/2022,India,39543328,2249335,36804145,489848
665,25/01/2022,India,39799202,2236842,37071898,490462
666,26/01/2022,India,40085116,2222941,37370971,491204
667,27/01/2022,India,40371500,2202472,37677328,491700
668,28/01/2022,India,40622709,2105353,38024771,492585
669,29/01/2022,India,40858241,2004333,38360710,493198
670,30/01/2022,India,41092522,1884563,38713494,494465
671,31/01/2022,India,41302440,1831268,38976122,495050
672,01/02/2022,India,41469499,1743059,39230198,496242
673,03/02/2022,India,41803318,1533480,39770414,499424
674,04/02/2022,India,41952712,1435569,40017088,500055
675,05/02/2022,India,42080664,1331648,40247902,501114
676,06/02/2022,India,42188138,1224633,40461148,502357
677,07/02/2022,India,42272014,1108938,40660202,502874
678,08/02/2022,India,42339611,994891,40840658,504062
679,09/02/2022,India,42410976,892201,41012869,505906
680,10/02/2022,India,42478060,790789,41180751,506520
681,11/02/2022,India,42536137,697802,41331158,507177
682,12/02/2022,India,42586544,610443,41468120,507981
683,13/02/2022,India,42631421,536968,41585711,508742
684,14/02/2022,India,42665534,478882,41677641,509011
685,15/02/2022,India,42692943,422997,41760458,509488
686,16/02/2022,India,42723558,370240,41843446,509872
687,17/02/2022,India,42754315,332918,41910984,510413
688,18/02/2022,India,42780235,291962,41977238,511035
689,19/02/2022,India,42802505,253739,42037536,511230
690,20/02/2022,India,42822473,224143,42086383,511947
691,21/02/2022,India,42838524,202131,42124284,512109
692,22/02/2022,India,42851929,181036,42158510,512383
693,23/02/2022,India,42867031,164522,42189887,512622
694,24/02/2022,India,42881179,148199,42219896,513084
695,25/02/2022,India,42894345,134235,42246884,513226
696,26/02/2022,India,42905844,121881,42270482,513481
697,27/02/2022,India,42916117,111426,42290921,513770
698,28/02/2022,India,42924130,102601,42307686,513843
699,01/03/2022,India,42931045,92344,42324550,514151
700,02/03/2022,India,42938599,85680,42338673,514246
701,03/03/2022,India,42945160,77064,42353620,514476
702,04/03/2022,India,42951556,69897,42367070,514589
703,05/03/2022,India,42957477,63878,42378721,514878
704,06/03/2022,India,42962953,59427,42388475,515051
705,07/03/2022,India,42967315,54118,42398095,515102
706,08/03/2022,India,42971308,49848,42406150,515310
707,09/03/2022,India,42975883,46962,42413566,515355
708,10/03/2022,India,42980067,44285,42420120,515662
709,11/03/2022,India,42984261,42219,42426328,515714
710,12/03/2022,India,42987875,40559,42431513,515803
711,13/03/2022,India,42990991,38060,42437072,515859
712,14/03/2022,India,42993494,36168,42441449,515877
713,15/03/2022,India,42996062,33863,42446171,516028
714,16/03/2022,India,42998938,32811,42450055,516072
715,17/03/2022,India,43001477,30676,42454546,516255
716,18/03/2022,India,43004005,29181,42458543,516281
717,19/03/2022,India,43006080,27696,42461926,516458
718,20/03/2022,India,43007841,26240,42465122,516479
719,21/03/2022,India,43009390,25084,42467774,516532
720,22/03/2022,India,43010971,23913,42470515,516543
721,23/03/2022,India,43012749,23034,42473057,516658
722,24/03/2022,India,43014687,22427,42475588,516672
723,25/03/2022,India,43016372,17446,42478087,520839
724,26/03/2022,India,43018032,16741,42480436,520855
725,27/03/2022,India,43019453,16165,42482262,521026
726,28/03/2022,India,43020723,15859,42483829,521035
727,29/03/2022,India,43021982,15362,42485534,521086
728,30/03/2022,India,43023215,14704,42487410,521101
729,31/03/2022,India,43024440,14266,42489004,521170
730,01/04/2022,India,43025775,13672,42490922,521181
731,02/04/2022,India,43027035,13445,42492326,521264
732,03/04/2022,India,43028131,13007,42493773,521351
733,04/04/2022,India,43029044,12597,42495089,521358
734,05/04/2022,India,43029839,11991,42496369,521479
735,06/04/2022,India,43030925,11871,42497567,521487
736,07/04/2022,India,43031958,11639,42498789,521530
737,08/04/2022,India,43033067,11492,42500002,521573
738,11/04/2022,India,43036132,11043,42503383,521706
739,12/04/2022,India,43036928,10889,42504329,521710
740,13/04/2022,India,43038016,10870,42505410,521736
741,14/04/2022,India,43039023,11058,42506228,521737
742,15/04/2022,India,43039972,11191,42507038,521743
743,16/04/2022,India,43040947,11366,42507834,521747
744,17/04/2022,India,43040947,11366,42507834,521747
745,18/04/2022,India,43042097,11558,42508788,521751
746,21/04/2022,India,43049974,13385,42514479,522110
747,22/04/2022,India,43052425,14241,42516068,522116
748,23/04/2022,India,43054952,15041,42517724,522187
749,24/04/2022,India,43057545,15873,42519479,522193
750,25/04/2022,India,43060086,15128,42521341,523617
751,26/04/2022,India,43062569,15636,42523311,523622
752,27/04/2022,India,43065496,16279,42525563,523654
753,28/04/2022,India,43068799,16980,42528126,523693
754,29/04/2022,India,43072176,17756,42530622,523798
755,30/04/2022,India,43075864,18684,42533377,523803
756,01/05/2022,India,43079188,19092,42536253,523843
757,02/05/2022,India,43082345,19500,42538976,523869
758,03/05/2022,India,43084913,19108,42541887,523918
759,04/05/2022,India,43088118,19509,42544689,523920
760,01/01/1970,Andaman and Nicobar Islands,7698,8,7561,129
761,21/12/2014,Andaman and Nicobar Islands,7698,7,7562,129
762,21/12/2015,Andaman and Nicobar Islands,7698,5,7564,129
763,27/03/2020,Andaman and Nicobar Islands,1,1,0,0
764,28/03/2020,Andaman and Nicobar Islands,6,6,0,0
765,29/03/2020,Andaman and Nicobar Islands,9,9,0,0
766,30/03/2020,Andaman and Nicobar Islands,9,9,0,0
767,31/03/2020,Andaman and Nicobar Islands,10,10,0,0
768,01/04/2020,Andaman and Nicobar Islands,10,10,0,0
769,02/04/2020,Andaman and Nicobar Islands,10,10,0,0
770,03/04/2020,Andaman and Nicobar Islands,10,10,0,0
771,04/04/2020,Andaman and Nicobar Islands,10,10,0,0
772,05/04/2020,Andaman and Nicobar Islands,10,10,0,0
773,06/04/2020,Andaman and Nicobar Islands,10,10,0,0
774,07/04/2020,Andaman and Nicobar Islands,10,10,0,0
775,08/04/2020,Andaman and Nicobar Islands,10,10,0,0
776,09/04/2020,Andaman and Nicobar Islands,11,11,0,0
777,10/04/2020,Andaman and Nicobar Islands,11,11,0,0
778,11/04/2020,Andaman and Nicobar Islands,11,11,0,0
779,12/04/2020,Andaman and Nicobar Islands,11,1,10,0
780,13/04/2020,Andaman and Nicobar Islands,11,1,10,0
781,14/04/2020,Andaman and Nicobar Islands,11,1,10,0
782,15/04/2020,Andaman and Nicobar Islands,11,1,10,0
783,16/04/2020,Andaman and Nicobar Islands,11,1,10,0
784,17/04/2020,Andaman and Nicobar Islands,11,1,10,0
785,18/04/2020,Andaman and Nicobar Islands,12,1,11,0
786,19/04/2020,Andaman and Nicobar Islands,14,3,11,0
787,20/04/2020,Andaman and Nicobar Islands,15,4,11,0
788,21/04/2020,Andaman and Nicobar Islands,16,5,11,0
789,22/04/2020,Andaman and Nicobar Islands,16,5,11,0
790,23/04/2020,Andaman and Nicobar Islands,18,7,11,0
791,24/04/2020,Andaman and Nicobar Islands,22,11,11,0
792,25/04/2020,Andaman and Nicobar Islands,27,16,11,0
793,26/04/2020,Andaman and Nicobar Islands,33,22,11,0
794,27/04/2020,Andaman and Nicobar Islands,33,22,11,0
795,28/04/2020,Andaman and Nicobar Islands,33,22,11,0
796,29/04/2020,Andaman and Nicobar Islands,33,18,15,0
797,30/04/2020,Andaman and Nicobar Islands,33,18,15,0
798,01/05/2020,Andaman and Nicobar Islands,33,17,16,0
799,02/05/2020,Andaman and Nicobar Islands,33,17,16,0
800,03/05/2020,Andaman and Nicobar Islands,33,17,16,0
801,04/05/2020,Andaman and Nicobar Islands,33,1,32,0
802,05/05/2020,Andaman and Nicobar Islands,33,1,32,0
803,06/05/2020,Andaman and Nicobar Islands,33,1,32,0
804,07/05/2020,Andaman and Nicobar Islands,33,1,32,0
805,08/05/2020,Andaman and Nicobar Islands,33,0,33,0
806,09/05/2020,Andaman and Nicobar Islands,33,0,33,0
807,10/05/2020,Andaman and Nicobar Islands,33,0,33,0
808,11/05/2020,Andaman and Nicobar Islands,33,0,33,0
809,12/05/2020,Andaman and Nicobar Islands,33,0,33,0
810,13/05/2020,Andaman and Nicobar Islands,33,0,33,0
811,14/05/2020,Andaman and Nicobar Islands,33,0,33,0
812,15/05/2020,Andaman and Nicobar Islands,33,0,33,0
813,16/05/2020,Andaman and Nicobar Islands,33,0,33,0
814,17/05/2020,Andaman and Nicobar Islands,33,0,33,0
815,18/05/2020,Andaman and Nicobar Islands,33,0,33,0
816,19/05/2020,Andaman and Nicobar Islands,33,0,33,0
817,20/05/2020,Andaman and Nicobar Islands,33,0,33,0
818,21/05/2020,Andaman and Nicobar Islands,33,0,33,0
819,22/05/2020,Andaman and Nicobar Islands,33,0,33,0
820,23/05/2020,Andaman and Nicobar Islands,33,0,33,0
821,24/05/2020,Andaman and Nicobar Islands,33,0,33,0
822,25/05/2020,Andaman and Nicobar Islands,33,0,33,0
823,26/05/2020,Andaman and Nicobar Islands,33,0,33,0
824,27/05/2020,Andaman and Nicobar Islands,33,0,33,0
825,28/05/2020,Andaman and Nicobar Islands,33,0,33,0
826,29/05/2020,Andaman and Nicobar Islands,33,0,33,0
827,30/05/2020,Andaman and Nicobar Islands,33,0,33,0
828,31/05/2020,Andaman and Nicobar Islands,33,0,33,0
829,01/06/2020,Andaman and Nicobar Islands,33,0,33,0
830,02/06/2020,Andaman and Nicobar Islands,33,0,33,0
831,03/06/2020,Andaman and Nicobar Islands,33,0,33,0
832,04/06/2020,Andaman and Nicobar Islands,33,0,33,0
833,05/06/2020,Andaman and Nicobar Islands,33,0,33,0
834,06/06/2020,Andaman and Nicobar Islands,33,0,33,0
835,07/06/2020,Andaman and Nicobar Islands,33,0,33,0
836,08/06/2020,Andaman and Nicobar Islands,33,0,33,0
837,09/06/2020,Andaman and Nicobar Islands,33,0,33,0
838,10/06/2020,Andaman and Nicobar Islands,33,0,33,0
839,11/06/2020,Andaman and Nicobar Islands,34,1,33,0
840,12/06/2020,Andaman and Nicobar Islands,38,5,33,0
841,13/06/2020,Andaman and Nicobar Islands,38,5,33,0
842,14/06/2020,Andaman and Nicobar Islands,38,5,33,0
843,15/06/2020,Andaman and Nicobar Islands,38,5,33,0
844,16/06/2020,Andaman and Nicobar Islands,41,8,33,0
845,17/06/2020,Andaman and Nicobar Islands,44,11,33,0
846,18/06/2020,Andaman and Nicobar Islands,44,11,33,0
847,19/06/2020,Andaman and Nicobar Islands,44,11,33,0
848,20/06/2020,Andaman and Nicobar Islands,45,10,35,0
849,21/06/2020,Andaman and Nicobar Islands,47,11,36,0
850,22/06/2020,Andaman and Nicobar Islands,48,11,37,0
851,23/06/2020,Andaman and Nicobar Islands,48,11,37,0
852,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
853,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
854,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
855,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
856,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
857,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
858,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
859,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
860,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
861,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
862,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
863,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
864,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
865,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
